productype_name,brand_name,sla_name,warranty_months,incident_type_name,service_type_name,incident_response_minutes,severity_class
Server,HPE,9x5xNBD 4Hrs Response Time,36,General Incident,Incident,5,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,56,Cosmatic
Hardware,Oracle,24x7 4Hrs Resolution Time,11,CPU Failure,Incident,15,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,General Incident,Incident,30,Major
Software,VMWare,24x7 4Hrs Resolution Time,36,Configuration Change,Incident,23,Major
Storage,NetApp,24x7 6Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,27,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Power Supply Failure,Incident,0,Minor
Server,HPE,24x7 4Hrs Resolution Time,60,Power Supply Failure,Incident,17,Major
Server,HPE,24x7 4Hrs Resolution Time,60,Hard Disk Drive Failure,Incident,17,Major
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,36,Major
Storage,HPE,24x7 4Hrs Resolution Time,12,Battery Failure,Incident,6,Minor
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,34,Cosmatic
Software,VMWare,24x7 4Hrs Resolution Time,16,Software,Incident,30,Major
Software,VMWare,24x7 4Hrs Resolution Time,7,Software,Incident,15,Major
Server,Nutanix,24x7 6Hrs Resolution Time,68,Hard Disk Drive Failure,Incident,0,Major
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,5,Minor
Storage,YIP,24x7 6Hrs Resolution Time,5742,Maintenance System,Request,0,Cosmatic
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,30,Major
Security,Cisco,24x7 4Hrs Resolution Time,11,Upgrade Software,Incident,103,Major
Software,YIP,24x7 6Hrs Resolution Time,11,General Incident,Incident,17,Major
Software,Red Hat,24x7 6Hrs Resolution Time,12,OS / Firmware,Incident,19,Major
Server,HPE,24x7 4Hrs Resolution Time,11,General Incident,Incident,10,Major
Other,Veritas,24x7 4Hrs Response Time,23,Upgrade Software,Request,103,Minor
Storage,HPE,24x7 6Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,11,Major
Software,VMWare,24x7 4Hrs Resolution Time,14,Configuration Change,Request,5,Cosmatic
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Cosmatic
Storage,NetApp,24x7 6Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,28,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Major
Server,DELL,24x7 6Hrs Resolution Time,11,Memory Failure,Incident,4,Critical
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Minor
Software,VMWare,24x7 4Hrs Resolution Time,11,Upgrade Software,Request,0,Cosmatic
Storage,HPE,24x7 6Hrs Resolution Time,11,Controller/Node Failure,Incident,56,Major
Storage,Oracle,24x7 4Hrs Resolution Time,36,Power Supply Failure,Incident,0,Major
Storage,Oracle,24x7 4Hrs Resolution Time,36,Hard Disk Drive Failure,Incident,0,Major
Server,HPE,24x7 4Hrs Resolution Time,11,General Incident,Request,107,Major
Storage,NetApp,24x7 6Hrs Resolution Time,4,General Incident,Incident,98,Major
Storage,NetApp,24x7 6Hrs Resolution Time,54,General Incident,Request,5,Minor
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,5,Major
Storage,NetApp,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,9,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,0,Minor
Server,Cisco,8x5 4Hrs Response Time,11,Power Supply Failure,Incident,19,Minor
Server,Nutanix,24x7 6Hrs Resolution Time,68,Hard Disk Drive Failure,Incident,9,Minor
Storage,NetApp,24x7 4Hrs Resolution Time,12,General Incident,Incident,49,Major
Storage,NetApp,24x7 4Hrs Resolution Time,36,General Incident,Incident,25,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,Configuration Change,Incident,0,Cosmatic
Software,VMWare,24x7 4Hrs Resolution Time,11,Upgrade Software,Request,0,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,24,OS / Firmware,Incident,131,Minor
Server,Oracle,24x7 4Hrs Resolution Time,11,General Incident,Request,1,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,26,Cosmatic
Software,Veritas,24x7 4Hrs Response Time,11,General Incident,Incident,18,Minor
Software,VMWare,24x7 4Hrs Resolution Time,11,General Incident,Request,1,Major
Server,HPE,24x7 6Hrs Resolution Time,59,General Incident,Incident,54,Major
Other,F5,24x7 4Hrs Resolution Time,23,General Incident,Incident,15,Minor
Server,HPE,24x7 6Hrs Response Time,60,General Incident,Incident,7,Major
Server,Oracle,24x7 4Hrs Resolution Time,11,General Incident,Request,7,Major
Storage,YIP,24x7 6Hrs Resolution Time,5742,Maintenance System,Request,0,Cosmatic
Storage,EMC,24x7 4Hrs Resolution Time,60,Hard Disk Drive Failure,Incident,14,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,-1343,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Minor
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,94,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Power Supply Failure,Incident,30,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,38,Cosmatic
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,30,Major
Server,HPE,24x7 6Hrs Resolution Time,2,Memory Failure,Incident,33,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,Configuration Change,Request,0,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,11,Software,Request,31,Major
Software,Veeam,24x7 4Hrs Resolution Time,11,Software,Incident,9,Major
Software,YIP,24x7 6Hrs Resolution Time,11,General Incident,Incident,1022,Major
Server,HPE,24x7 4Hrs Resolution Time,60,General Incident,Incident,0,Major
Server,HPE,24x7 4Hrs Resolution Time,13,General Incident,Incident,68,Major
Software,YIP,24x7 6Hrs Resolution Time,11,General Incident,Incident,393,Major
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Incident,13,Major
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Incident,27,Minor
Server,HPE,24x7 4Hrs Resolution Time,60,Memory Failure,Incident,27,Major
Server,HPE,24x7 4Hrs Resolution Time,12,Hard Disk Drive Failure,Incident,5,Major
Server,HPE,24x7 4Hrs Resolution Time,13,Hard Disk Drive Failure,Incident,5,Major
Storage,HPE,24x7 4Hrs Resolution Time,11,General Incident,Incident,72,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,30,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,15,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,Other Failure,Incident,0,Cosmatic
Storage,HPE,24x7 4Hrs Response Time,60,General Incident,Incident,15,Major
Server,Oracle,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Minor
Server,HPE,24x7 4Hrs Resolution Time,60,General Incident,Incident,13,Major
Software,VMWare,24x7 4Hrs Resolution Time,11,Upgrade Software,Request,0,Cosmatic
Server,HPE,24x7 4Hrs Response Time,60,General Incident,Incident,5,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,2,Major
Server,HPE,9x5xNBD 4Hrs Response Time,36,Memory Failure,Incident,7,Major
Server,HPE,9x5xNBD 4Hrs Response Time,36,System Board Failure,Incident,8,Major
Server,HPE,24x7 4Hrs Resolution Time,9,Memory Failure,Incident,112,Major
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Incident,24,Major
Server,HPE,24x7 4Hrs Resolution Time,9,Cache Battery Failure,Incident,116,Major
Storage,EMC,8x5 4Hrs Response Time,11,Hard Disk Drive Failure,Incident,5,Major
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Request,30,Cosmatic
Storage,NetApp,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,15,Minor
Server,HPE,24x7 4Hrs Response Time,48,General Incident,Incident,87,Minor
Storage,NetApp,24x7 6Hrs Resolution Time,36,General Incident,Incident,10,Minor
Server,HPE,24x7 4Hrs Response Time,60,General Incident,Request,16,Cosmatic
Software,YIP,24x7 6Hrs Resolution Time,11,General Incident,Incident,12,Major
Storage,EMC,8x5 4Hrs Response Time,11,Hard Disk Drive Failure,Incident,12,Major
Software,YIP,24x7 6Hrs Resolution Time,11,General Incident,Incident,1115,Major
Hardware,HPE,24x7 4Hrs Response Time,60,OS / Firmware,Incident,30,Major
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Incident,9,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,39,Cosmatic
Software,Veritas,24x7 4Hrs Response Time,11,General Incident,Incident,15,Minor
Server,Oracle,24x7 4Hrs Resolution Time,12,General Incident,Request,15,Minor
Switch,NetApp,24x7 6Hrs Resolution Time,36,General Incident,Request,12,Minor
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,7,Major
Server,HPE,24x7 4Hrs Resolution Time,11,General Incident,Incident,8,Critical
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Request,0,Cosmatic
Server,DELL,24x7 4Hrs Response Time,11,General Incident,Request,1088,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,36,Hard Disk Drive Failure,Incident,0,Cosmatic
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,30,Major
Software,Red Hat,24x7 4Hrs Response Time,12,General Incident,Incident,16,Major
Storage,NetApp,24x7 4Hrs Response Time,11,General Incident,Incident,9,Major
Switch,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,8,Major
Server,HPE,24x7 4Hrs Resolution Time,9,System Board Failure,Incident,87,Major
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,9,Major
Software,Veritas,24x7 4Hrs Response Time,11,Software,Request,33,Minor
Server,HPE,24x7 4Hrs Resolution Time,12,Fan Failure,Incident,4,Major
Storage,NetApp,24x7 4Hrs Resolution Time,12,General Incident,Incident,4,Major
Storage,EMC,8x5 4Hrs Response Time,11,Hard Disk Drive Failure,Incident,7,Major
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,0,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,108,Cosmatic
Server,HPE,24x7 6Hrs Resolution Time,2,Hard Disk Drive Failure,Incident,19,Major
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,666,Major
Server,HPE,24x7 4Hrs Resolution Time,9,Memory Failure,Incident,83,Major
Server,Oracle,24x7 4Hrs Resolution Time,11,General Incident,Request,1,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,General Incident,Request,1,Major
Storage,NetApp,24x7 4Hrs Response Time,59,Other Failure,Incident,592,Cosmatic
Software,VMWare,24x7 4Hrs Resolution Time,11,General Incident,Request,0,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,30,Major
Storage,HPE,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,114,Major
Server,HPE,24x7 4Hrs Resolution Time,11,Software,Request,36,Major
Switch,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Request,0,Major
Server,Nutanix,24x7 6Hrs Resolution Time,68,Hard Disk Drive Failure,Incident,33,Major
Storage,HPE,24x7 4Hrs Resolution Time,12,Controller/Node Failure,Incident,4,Major
Storage,NetApp,24x7 6Hrs Resolution Time,0,General Incident,Incident,13,Major
Storage,HPE,24x7 6Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,6,Major
Server,HPE,24x7 4Hrs Resolution Time,59,General Incident,Incident,6,Major
Storage,HPE,24x7 4Hrs Resolution Time,36,Hard Disk Drive Failure,Incident,4,Major
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Incident,13,Major
Server,HPE,24x7 4Hrs Resolution Time,60,Memory Failure,Incident,9,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,General Incident,Request,0,Minor
Software,Trend Micro,24x7 6Hrs Resolution Time,11,General Incident,Incident,17,Major
Software,VMWare,24x7 6Hrs Resolution Time,12,General Incident,Incident,37,Major
Storage,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,0,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,0,Major
Storage,HPE,24x7 4Hrs Resolution Time,9,Hard Disk Drive Failure,Incident,21,Major
Storage,HPE,24x7 4Hrs Resolution Time,11,OS / Firmware,Incident,18,Major
Storage,Oracle,24x7 4Hrs Resolution Time,9,General Incident,Incident,63,Major
Storage,NetApp,24x7 6Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,7,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,General Incident,Incident,0,Major
Server,HPE,24x7 6Hrs Response Time,60,General Incident,Incident,15,Major
Server,HPE,24x7 4Hrs Resolution Time,13,General Incident,Incident,8,Major
Storage,HPE,24x7 4Hrs Resolution Time,11,General Incident,Request,60,Cosmatic
Server,HPE,24x7 6Hrs Response Time,60,General Incident,Incident,0,Major
Storage,HPE,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,60,Major
Storage,NetApp,24x7 4Hrs Resolution Time,22,General Incident,Request,8,Cosmatic
Storage,HPE,24x7 4Hrs Resolution Time,11,Software,Request,25,Major
Server,HPE,24x7 4Hrs Response Time,60,OS / Firmware,Incident,9,Major
Server,HPE,24x7 4Hrs Resolution Time,60,General Incident,Incident,19,Major
Software,Oracle,24x7 4Hrs Resolution Time,12,General Incident,Incident,15,Major
Storage,EMC,8x5 4Hrs Response Time,11,Report,Request,10,Minor
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,30,Major
Switch,Cisco,24x7 4Hrs Resolution Time,11,Network Card Failure,Incident,9,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Backup Failure,Incident,30,Major
Storage,NetApp,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,6,Minor
Storage,HPE,24x7 4Hrs Resolution Time,14,Maintenance System,Request,0,Cosmatic
Storage,HPE,24x7 4Hrs Resolution Time,12,Hard Disk Drive Failure,Incident,10,Major
Storage,HPE,24x7 4Hrs Response Time,60,Maintenance System,Request,0,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Major
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Major
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Major
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Major
Server,HPE,24x7 4Hrs Resolution Time,13,General Incident,Incident,0,Minor
Hardware,Oracle,24x7 4Hrs Resolution Time,11,General Incident,Request,1,Minor
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Software,Incident,3,Major
Server,HPE,24x7 6Hrs Response Time,60,General Incident,Incident,720,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,15,Major
Storage,HPE,24x7 4Hrs Resolution Time,9,General Incident,Request,128,Cosmatic
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,8,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,OS / Firmware,Incident,10,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,15,Major
Switch,Cisco,24x7 4Hrs Resolution Time,11,Network Cable Failure,Incident,30,Critical
Storage,NetApp,24x7 4Hrs Resolution Time,9,Hard Disk Drive Failure,Incident,8,Minor
Storage,NetApp,24x7 4Hrs Response Time,24,OS / Firmware,Incident,83,Minor
Storage,HPE,24x7 4Hrs Resolution Time,39,General Incident,Incident,10,Major
Software,VMWare,24x7 4Hrs Response Time,12,Software,Incident,4,Minor
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Minor
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Minor
Server,HPE,24x7 4Hrs Resolution Time,12,Maintenance System,Incident,0,Minor
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Major
Server,Oracle,24x7 4Hrs Resolution Time,11,General Incident,Incident,2,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,15,Major
Server,HPE,24x7 4Hrs Resolution Time,11,Software,Incident,140,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Configuration Change,Request,1,Major
Storage,NetApp,24x7 6Hrs Resolution Time,36,General Incident,Incident,3,Minor
Server,HPE,24x7 4Hrs Response Time,60,General Incident,Incident,14,Major
Server,Oracle,24x7 4Hrs Resolution Time,45,System Board Failure,Incident,30,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,Configuration Change,Request,0,Cosmatic
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Minor
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,14,Cosmatic
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Minor
Storage,HPE,24x7 4Hrs Resolution Time,11,Software,Request,58,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,30,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Minor
Access Point,Cisco,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Power Supply Failure,Incident,1380,Major
Storage,NetApp,24x7 4Hrs Response Time,11,General Incident,Request,61,Cosmatic
Switch,Cisco,24x7 4Hrs Resolution Time,11,Network Cable Failure,Incident,67,Critical
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,15,Major
Server,HPE,24x7 6Hrs Resolution Time,2,Hard Disk Drive Failure,Incident,128,Major
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,7,Major
Storage,NetApp,24x7 4Hrs Resolution Time,15,Hard Disk Drive Failure,Incident,2,Minor
Server,HPE,24x7 4Hrs Resolution Time,13,General Incident,Incident,6,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,165,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,General Incident,Request,0,Major
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,1003,Major
Storage,NetApp,24x7 4Hrs Resolution Time,60,General Incident,Incident,27,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,Configuration Change,Request,0,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,11,Software,Request,133,Major
Server,DELL,24x7 4Hrs Response Time,11,Memory Failure,Incident,10,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,30,Major
Server,HPE,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,363,Major
Storage,EMC,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,0,Major
Software,VMWare,24x7 4Hrs Resolution Time,7,Software,Incident,6,Major
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,9,Minor
Server,HPE,24x7 6Hrs Resolution Time,2,Upgrade Software,Request,57,Cosmatic
Software,VMWare,24x7 4Hrs Resolution Time,11,Software,Incident,7,Major
Server,HPE,24x7 4Hrs Resolution Time,11,Memory Failure,Incident,95,Major
Software,VMWare,24x7 4Hrs Resolution Time,11,Software,Incident,9,Major
Storage,NetApp,24x7 6Hrs Resolution Time,60,Hard Disk Drive Failure,Incident,54,Minor
Storage,Oracle,24x7 4Hrs Resolution Time,9,Hard Disk Drive Failure,Incident,170,Major
Storage,NetApp,24x7 4Hrs Resolution Time,48,Battery Failure,Incident,0,Minor
Server,HPE,24x7 4Hrs Resolution Time,60,Memory Failure,Incident,0,Major
Storage,NetApp,24x7 4Hrs Response Time,24,General Incident,Incident,20,Minor
Software,Trend Micro,24x7 4Hrs Response Time,11,General Incident,Request,891,Cosmatic
Software,YIP,24x7 4Hrs Response Time,11,General Incident,Request,1115,Cosmatic
Storage,Oracle,24x7 4Hrs Resolution Time,9,Hard Disk Drive Failure,Incident,0,Major
Software,Trend Micro,24x7 4Hrs Response Time,11,General Incident,Request,7,Cosmatic
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,5,Major
Software,VMWare,24x7 4Hrs Resolution Time,14,Software,Incident,14,Major
Software,VMWare,24x7 4Hrs Resolution Time,11,Upgrade Software,Request,0,Cosmatic
Software,YIP,24x7 4Hrs Response Time,11,General Incident,Incident,46,Minor
Software,VMWare,24x7 4Hrs Resolution Time,11,General Incident,Incident,8,Major
Server,HPE,24x7 4Hrs Resolution Time,60,Memory Failure,Incident,5,Major
Hardware,HPE,24x7 4Hrs Response Time,60,Memory Failure,Incident,58,Major
Software,NetApp,24x7 4Hrs Response Time,11,General Incident,Incident,38,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,26,Cosmatic
Software,VMWare,24x7 4Hrs Response Time,11,Upgrade Software,Incident,0,Cosmatic
Storage,HPE,24x7 4Hrs Resolution Time,11,General Incident,Incident,56,Major
Server,HPE,24x7 4Hrs Resolution Time,11,Software,Request,19,Major
Storage,YIP,24x7 6Hrs Resolution Time,5752,OS / Firmware,Incident,87,Major
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,13,Major
Software,YIP,24x7 4Hrs Response Time,11,General Incident,Request,1240,Cosmatic
Software,YIP,24x7 4Hrs Response Time,11,General Incident,Request,1398,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Major
Storage,NetApp,24x7 4Hrs Response Time,11,Hard Disk Drive Failure,Incident,66,Major
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,962,Minor
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Request,40,Cosmatic
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,11,Minor
Storage,NetApp,24x7 6Hrs Resolution Time,54,General Incident,Request,180,Minor
Software,Trend Micro,24x7 4Hrs Response Time,11,General Incident,Incident,0,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,General Incident,Request,7,Major
Storage,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,0,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,Configuration Change,Incident,0,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,11,Software,Request,100,Major
Storage,NetApp,24x7 4Hrs Response Time,11,General Incident,Incident,104,Major
Storage,HPE,24x7 4Hrs Response Time,60,Hard Disk Drive Failure,Incident,30,Major
Storage,NetApp,24x7 4Hrs Response Time,11,General Incident,Incident,39,Major
Storage,HPE,24x7 4Hrs Resolution Time,9,Hard Disk Drive Failure,Incident,95,Major
Server,HPE,24x7 4Hrs Resolution Time,60,General Incident,Incident,7,Major
Storage,NetApp,24x7 4Hrs Response Time,11,Hard Disk Drive Failure,Incident,47,Major
Storage,HPE,24x7 4Hrs Resolution Time,12,Hard Disk Drive Failure,Incident,0,Minor
Firewall,Palo Alto,24x7 4Hrs Resolution Time,23,General Incident,Request,14,Major
Storage,HPE,24x7 4Hrs Response Time,60,Other Failure,Incident,50,Major
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,20,Major
Storage,HPE,24x7 4Hrs Response Time,60,General Incident,Incident,7,Major
Server,HPE,24x7 6Hrs Resolution Time,2,Upgrade Software,Request,29,Cosmatic
Server,HPE,24x7 6Hrs Response Time,12,General Incident,Incident,10,Major
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,60,Major
Hardware,HPE,24x7 4Hrs Response Time,60,Network Card Failure,Incident,10,Major
Server,HPE,24x7 4Hrs Resolution Time,60,Hard Disk Drive Failure,Incident,0,Minor
Software,YIP,24x7 4Hrs Response Time,11,General Incident,Incident,0,Minor
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,60,Major
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,6,Major
Software,YIP,24x7 4Hrs Response Time,11,General Incident,Request,72,Cosmatic
Storage,NetApp,24x7 4Hrs Response Time,11,Hard Disk Drive Failure,Incident,10,Major
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,36,Major
Switch,Cisco,24x7 4Hrs Resolution Time,23,General Incident,Incident,29,Minor
Hardware,HPE,24x7 4Hrs Response Time,60,Network Card Failure,Incident,20,Major
Storage,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,0,Major
Server,HPE,24x7 4Hrs Resolution Time,11,Software,Request,31,Major
Server,Oracle,24x7 4Hrs Resolution Time,11,General Incident,Request,7,Major
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,17,Major
Server,HPE,24x7 4Hrs Resolution Time,60,General Incident,Incident,0,Major
Access Point,Cisco,24x7 4Hrs Resolution Time,12,Configuration Change,Incident,0,Major
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,4,Major
Software,Red Hat,24x7 4Hrs Resolution Time,60,OS / Firmware,Request,0,Minor
Server,IBM,24x7 4Hrs Resolution Time,9,Hard Disk Drive Failure,Incident,118,Major
Software,YIP,24x7 4Hrs Response Time,11,General Incident,Request,256,Cosmatic
Software,Trend Micro,24x7 4Hrs Response Time,3,General Incident,Request,1112,Cosmatic
Server,HPE,24x7 4Hrs Resolution Time,60,General Incident,Incident,0,Major
Software,VMWare,24x7 4Hrs Response Time,11,General Incident,Incident,17,Major
Hardware,HPE,24x7 4Hrs Response Time,60,Memory Failure,Incident,30,Major
Software,VMWare,24x7 4Hrs Resolution Time,60,General Incident,Request,0,Minor
Hardware,Oracle,24x7 4Hrs Resolution Time,11,Hard Disk Drive Failure,Incident,60,Major
Server,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,0,Major
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,11,Minor
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,17,Major
Storage,NetApp,24x7 4Hrs Response Time,60,Hard Disk Drive Failure,Incident,2,Cosmatic
Software,VMWare,24x7 4Hrs Response Time,12,General Incident,Incident,12,Minor
Storage,HPE,24x7 4Hrs Resolution Time,12,General Incident,Incident,10,Major
Software,VMWare,24x7 4Hrs Resolution Time,60,General Incident,Incident,0,Minor
Other,Veritas,24x7 4Hrs Response Time,23,Backup Failure,Incident,25,Minor
Server,HPE,24x7 4Hrs Resolution Time,60,General Incident,Incident,14,Major
